key_mlbam,name_first,name_last,full_name
118856,ed,mcnichol,ed mcnichol
112383,joe,cleary,joe cleary
118833,hugh,mcmullen,hugh mcmullen
112083,hugh,casey,hugh casey
118647,john,mcdonald,john mcdonald
110627,red,barron,red barron
110602,dick,barone,dick barone
124625,frank,wurm,frank wurm
111586,stub,brown,stub brown
119789,milt,nielsen,milt nielsen
506432,kei,igawa,kei igawa
117847,harry,lochhead,harry lochhead
435219,jack,hannahan,jack hannahan
427281,bill,klem,bill klem
118180,george,maisel,george maisel
456682,josh,newman,josh newman
115969,dutch,hinrichs,dutch hinrichs
621962,ian,thomas,ian thomas
111568,larry,brown,larry brown
425473,jamal,strong,jamal strong
117838,abel,lizotte,abel lizotte
114981,tom,gorman,tom gorman
484489,dennis,hetrick,dennis hetrick
820693,pedro,arango,pedro arango
112795,bill,craver,bill craver
116232,roy,howell,roy howell
120919,toad,ramsey,toad ramsey
123131,dorn,taylor,dorn taylor
818047,bill,morlan,bill morlan
119333,jerry,morales,jerry morales
114070,félix,fermín,félix fermín
687911,bryan,king,bryan king
117098,mike,kinnunen,mike kinnunen
571841,ty,kelly,ty kelly
482679,chris,tiller,chris tiller
136901,kevin,witt,kevin witt
124573,junior,wooten,junior wooten
117664,denny,lemaster,denny lemaster
120437,clay,perry,clay perry
669391,owen,white,owen white
111813,cecil,butler,cecil butler
121486,rico,rossy,rico rossy
656234,jake,bird,jake bird
643511,tyler,rogers,tyler rogers
110737,mike,beard,mike beard
468915,alvin,colina,alvin colina
458501,luis,cruz,luis cruz
110818,derek,bell,derek bell
592779,brock,stewart,brock stewart
113635,jim,dunn,jim dunn
542993,billy,burns,billy burns
492538,dean,treanor,dean treanor
818563,john,landers,john landers
115955,eric,hillman,eric hillman
111718,glenn,burke,glenn burke
112170,craig,chamberlain,craig chamberlain
818399,bill,lynn,bill lynn
118657,oddibe,mcdowell,oddibe mcdowell
122196,john,shovlin,john shovlin
115099,tommy,greene,tommy greene
123896,ken,walters,ken walters
820012,jim,colzie,jim colzie
113142,trench,davis,trench davis
120889,eric,raich,eric raich
120873,don,rader,don rader
123935,jack,warhop,jack warhop
118958,orlando,merced,orlando merced
120699,wally,post,wally post
118927,sam,mejías,sam mejías
282565,carlos,méndez,carlos méndez
819810,lionel,decuir,lionel decuir
543742,jerry,sands,jerry sands
817050,leroy,sutton,leroy sutton
119163,michael,mimbs,michael mimbs
122940,charlie,sullivan,charlie sullivan
123477,bill,trotter,bill trotter
118583,larry,mcclure,larry mcclure
122618,dennis,springer,dennis springer
123840,tom,walker,tom walker
506429,kazuo,fukumori,kazuo fukumori
119106,ralph,miller,ralph miller
663989,nick,vespi,nick vespi
818272,fred,mcbride,fred mcbride
671250,jorge,oña,jorge oña
686972,cole,waites,cole waites
346855,brandon,duckworth,brandon duckworth
672779,tucupita,marcano,tucupita marcano
110246,kent,anderson,kent anderson
116446,bo,jackson,bo jackson
115517,charlie,harris,charlie harris
110072,bob,addis,bob addis
114297,dan,ford,dan ford
117104,walt,kinzie,walt kinzie
111790,don,buschhorn,don buschhorn
820502,leo,birdine,leo birdine
642165,josh,vanmeter,josh vanmeter
115661,fran,healy,fran healy
111502,rico,brogna,rico brogna
118967,kent,mercker,kent mercker
608093,junior,valentine,junior valentine
819349,david,gómez,david gómez
122126,ron,shepherd,ron shepherd
116704,stacy,jones,stacy jones
114249,tim,flood,tim flood
114281,marv,foley,marv foley
121448,santiago,rosario,santiago rosario
116420,herbert,jackson,herbert jackson
119544,connie,murphy,connie murphy
444446,collin,balester,collin balester
114257,dickie,flowers,dickie flowers
123696,max,venable,max venable
686765,nick,sogard,nick sogard
816444,geech,yarborough,geech yarborough
493726,jim,young,jim young
542921,tim,beckham,tim beckham
500743,miguel,rojas,miguel rojas
119273,ramón,monzant,ramón monzant
275698,geraldo,guzmán,geraldo guzmán
457425,evan,meek,evan meek
122800,carl,stimson,carl stimson
110016,glenn,abbott,glenn abbott
425658,aquilino,lópez,aquilino lópez
663474,triston,mckenzie,triston mckenzie
116506,stan,javier,stan javier
121283,robin,roberts,robin roberts
499624,chris,colabello,chris colabello
117715,tom,letcher,tom letcher
116342,steve,huntz,steve huntz
122482,red,smyth,red smyth
571851,spencer,kieboom,spencer kieboom
112569,sarge,connally,sarge connally
608167,jonathan,aro,jonathan aro
120419,matt,perisho,matt perisho
641355,cody,bellinger,cody bellinger
819150,sonny,harris,sonny harris
117575,johnny,lazor,johnny lazor
110601,salomé,barojas,salomé barojas
434582,paul,mcanulty,paul mcanulty
800934,brittany,womack,brittany womack
112447,frank,coggins,frank coggins
820643,skip,avery,skip avery
117873,alberto,lois,alberto lois
817701,andy,porter,andy porter
120070,phil,ortega,phil ortega
115673,jeff,hearron,jeff hearron
123704,al,verdel,al verdel
110513,neal,ball,neal ball
120668,ray,poole,ray poole
816461,morgan,wright,morgan wright
123502,lee,tunnell,lee tunnell
670057,ryan,hartman,ryan hartman
122564,joe,sparma,joe sparma
818207,clyde,mcneal,clyde mcneal
820260,jim,busby,jim busby
120475,rico,petrocelli,rico petrocelli
121304,rabbit,robinson,rabbit robinson
115188,greg,gross,greg gross
276354,matt,treanor,matt treanor
120743,del,pratt,del pratt
819289,curtis,green,curtis green
117049,joe,kilhullen,joe kilhullen
119530,joe,munson,joe munson
119747,ray,newman,ray newman
114360,howie,fox,howie fox
112281,john,churry,john churry
519293,will,smith,will smith
123140,harry,taylor,harry taylor
111544,ed,brown,ed brown
408219,chris,duncan,chris duncan
534388,andy,haines,andy haines
817594,jimmy,reel,jimmy reel
502226,craig,gentry,craig gentry
118225,gus,mancuso,gus mancuso
817425,herman,roth,herman roth
114590,miguel,garcía,miguel garcía
113797,hod,eller,hod eller
113612,george,dumont,george dumont
117565,marcus,lawton,marcus lawton
120174,sam,page,sam page
112009,cleo,carlyle,cleo carlyle
124004,harry,weaver,harry weaver
118153,roy,mahaffey,roy mahaffey
819731,john,donaldson,john donaldson
817719,rafael,polanco,rafael polanco
111977,pat,caraway,pat caraway
233694,david,cortés,david cortés
120941,gene,ratliff,gene ratliff
122788,mack,stewart,mack stewart
124618,hiram,wright,hiram wright
116038,solly,hofman,solly hofman
407906,jeff,farnsworth,jeff farnsworth
123099,willie,tasby,willie tasby
150071,ronnie,belliard,ronnie belliard
111038,bob,black,bob black
112408,gene,clines,gene clines
819958,homer,craig,homer craig
453911,kevin,thompson,kevin thompson
816455,willie,wyatt,willie wyatt
124642,ad,yale,ad yale
115277,mule,haas,mule haas
116537,garry,jestadt,garry jestadt
818541,obie,layton,obie layton
112399,elmer,cleveland,elmer cleveland
114280,john,foley,john foley
119776,george,nicol,george nicol
612272,raudel,lazo,raudel lazo
119957,hal,o'hagan,hal o'hagan
121426,eddie,rommel,eddie rommel
672515,gabriel,moreno,gabriel moreno
119386,bill,morley,bill morley
112130,bill,castro,bill castro
112943,george,cunningham,george cunningham
117733,fred,lewis,fred lewis
116612,mike,johnson,mike johnson
111352,tom,bradley,tom bradley
816892,norman,triplett,norman triplett
124770,jerry,zimmerman,jerry zimmerman
210656,tommy,davis,tommy davis
110484,norm,baker,norm baker
121179,dave,ricketts,dave ricketts
112488,rip,coleman,rip coleman
123562,tom,umphlett,tom umphlett
671305,michel,otañez,michel otañez
123997,gary,wayne,gary wayne
121895,al,schulz,al schulz
114145,john,firth,john firth
112524,bill,collver,bill collver
124384,desi,wilson,desi wilson
543194,isaac,galloway,isaac galloway
123932,curt,wardle,curt wardle
621043,carlos,correa,carlos correa
112896,tommy,cruz,tommy cruz
400181,ryan,drese,ryan drese
118923,moxie,meixell,moxie meixell
490063,matt,garza,matt garza
116169,gene,host,gene host
503503,seth,buckminster,seth buckminster
124386,duane,wilson,duane wilson
110822,gary,bell,gary bell
119966,len,okrie,len okrie
118681,patsy,mcgaffigan,patsy mcgaffigan
573668,juan,minaya,juan minaya
119628,rod,myers,rod myers
492638,wally,fessenden,wally fessenden
819939,leroy,cromartie,leroy cromartie
113255,don,demeter,don demeter
122570,floyd,speer,floyd speer
112184,bob,chance,bob chance
613564,jason,vosler,jason vosler
122064,bill,sharp,bill sharp
665660,elvis,alvarado,elvis alvarado
120616,eddie,plank,eddie plank
119723,milo,netzel,milo netzel
116593,howard,johnson,howard johnson
456589,jason,bergmann,jason bergmann
282905,andy,tracy,andy tracy
114937,orlando,gonzález,orlando gonzález
115539,bill,harris,bill harris
112073,chuck,cary,chuck cary
122911,guy,sturdy,guy sturdy
113684,jimmy,dygert,jimmy dygert
816571,bill,williams,bill williams
819606,lloyd,evans,lloyd evans
112108,tony,castillo,tony castillo
114153,mike,fischlin,mike fischlin
114303,horace,ford,horace ford
660261,shintaro,fujinami,shintaro fujinami
820809,willis,flournoy,willis flournoy
676254,ryan,walker,ryan walker
431094,aaron,hill,aaron hill
122509,cory,snyder,cory snyder
608654,johnny,field,johnny field
123289,jason,thompson,jason thompson
121423,ed,romero,ed romero
113997,rikkert,faneyte,rikkert faneyte
572038,branden,pinder,branden pinder
119663,bob,natal,bob natal
669674,sam,long,sam long
820745,spencer,alexander,spencer alexander
118130,calvin,maduro,calvin maduro
642060,cody,sedlock,cody sedlock
819177,john,harper,john harper
113047,cliff,dapper,cliff dapper
117771,rufino,linares,rufino linares
642708,amed,rosario,amed rosario
119258,willie,montañez,willie montañez
117826,dennis,littlejohn,dennis littlejohn
118053,steve,lyons,steve lyons
120714,grover,powell,grover powell
124327,matt,williams,matt williams
120224,pat,parker,pat parker
701538,jackson,merrill,jackson merrill
112401,tex,clevenger,tex clevenger
150020,jerry,hairston,jerry hairston
643361,kevin,herget,kevin herget
123772,gale,wade,gale wade
110477,jack,baker,jack baker
111254,mel,bosser,mel bosser
119955,bruce,ogrodowski,bruce ogrodowski
114689,vern,geishert,vern geishert
118302,roger,marquis,roger marquis
595939,chris,ellis,chris ellis
115807,art,herman,art herman
656686,corbin,martin,corbin martin
514913,rubén,tejada,rubén tejada
122749,vern,stephens,vern stephens
112451,andy,cohen,andy cohen
123703,gene,verble,gene verble
114869,john,glenn,john glenn
601476,doug,feldmann,doug feldmann
114756,bob,gibson,bob gibson
115863,steve,hertz,steve hertz
276359,jeriome,robertson,jeriome robertson
444843,andre,ethier,andre ethier
427298,dana,levangie,dana levangie
474699,vance,worley,vance worley
123318,bob,thorpe,bob thorpe
118082,connie,mack,connie mack
334393,juan,pierre,juan pierre
115111,brian,greer,brian greer
110664,charley,bassett,charley bassett
453527,sean,kazmar,sean kazmar
112252,steve,chitren,steve chitren
111888,john,callahan,john callahan
116172,pete,hotaling,pete hotaling
121823,ray,schmandt,ray schmandt
817666,robert,prior,robert prior
112947,bill,cunningham,bill cunningham
492643,dave,garcia,dave garcia
121616,olmedo,sáenz,olmedo sáenz
122634,john,stafford,john stafford
282587,alex,prieto,alex prieto
117376,randy,kutcher,randy kutcher
607229,robert,gsellman,robert gsellman
110589,virgil,barnes,virgil barnes
111411,jim,breazeale,jim breazeale
121755,sid,schacht,sid schacht
114484,chick,fullis,chick fullis
461835,josh,johnson,josh johnson
595014,blake,treinen,blake treinen
817885,alcibíades,palma,alcibíades palma
640460,dustin,peterson,dustin peterson
489954,clint,fagan,clint fagan
113824,dick,ellsworth,dick ellsworth
120990,darren,reed,darren reed
681982,grant,anderson,grant anderson
118575,bill,mcclellan,bill mcclellan
124318,jimy,williams,jimy williams
820483,carlos,blanco,carlos blanco
114158,john,fischer,john fischer
118597,jerry,mccormick,jerry mccormick
594027,tayron,guerrero,tayron guerrero
121088,paul,reuschel,paul reuschel
113599,dan,dugan,dan dugan
514719,henry,rodríguez,henry rodríguez
605169,carter,capps,carter capps
123324,george,throop,george throop
820275,p.,burgess,p. burgess
458713,kevin,slowey,kevin slowey
429985,chad,gaudin,chad gaudin
124464,clarence,winters,clarence winters
430606,mike,adams,mike adams
120738,carl,powis,carl powis
123710,john,verhoeven,john verhoeven
118060,dad,lytle,dad lytle
110263,elbert,andrews,elbert andrews
820610,pedro,ballester,pedro ballester
491703,neftalí,feliz,neftalí feliz
113676,joe,dwyer,joe dwyer
816479,sam,woods,sam woods
117924,bris,lord,bris lord
114536,pete,galligan,pete galligan
115098,charlie,greene,charlie greene
110846,harry,bemis,harry bemis
120784,hub,pruett,hub pruett
112467,king,cole,king cole
622608,antonio,senzatela,antonio senzatela
121816,larry,schlafly,larry schlafly
492680,eddie,popowski,eddie popowski
117335,henry,krug,henry krug
116523,john,jenkins,john jenkins
120712,abner,powell,abner powell
112857,jack,crooks,jack crooks
543070,aaron,crow,aaron crow
120066,ernie,orsatti,ernie orsatti
120064,billy,orr,billy orr
112565,bob,conley,bob conley
113947,leon,everitt,leon everitt
120126,bill,outen,bill outen
124458,jim,winn,jim winn
112794,gavvy,cravath,gavvy cravath
134267,mike,caruso,mike caruso
818817,fats,jenkins,fats jenkins
400079,luis,pineda,luis pineda
114553,jim,galvin,jim galvin
115428,truck,hannah,truck hannah
816562,johnny,williams,johnny williams
120378,elmer,pence,elmer pence
110812,bo,belinsky,bo belinsky
818003,george,nash,george nash
121946,rodney,scott,rodney scott
543901,ryan,weber,ryan weber
114468,mike,fuentes,mike fuentes
114114,frank,figgemeier,frank figgemeier
118539,larry,mccall,larry mccall
123706,tommy,vereker,tommy vereker
117926,carlton,lord,carlton lord
112379,bill,clay,bill clay
818438,josé,lópez,josé lópez
114048,mike,felder,mike felder
115275,moose,haas,moose haas
333293,adam,bernero,adam bernero
451775,fernando,rodriguez,fernando rodriguez
112815,jack,creel,jack creel
118822,marty,mcmanus,marty mcmanus
543178,justin,freeman,justin freeman
597076,pete,woodworth,pete woodworth
120622,al,platte,al platte
116478,jeff,james,jeff james
819500,john,ford,john ford
117711,brad,lesley,brad lesley
120375,orlando,peña,orlando peña
819427,spike,garrett,spike garrett
124304,earl,williams,earl williams
120514,j. r.,phillips,j. r. phillips
670219,zac,kristofak,zac kristofak
676596,josh,fleming,josh fleming
668834,easton,mcgee,easton mcgee
427366,brian,o'nora,brian o'nora
819372,ben,glaspy,ben glaspy
123714,tom,veryzer,tom veryzer
816466,bricktop,wright,bricktop wright
114088,sergio,ferrer,sergio ferrer
115939,hunter,hill,hunter hill
118884,larry,mcwilliams,larry mcwilliams
115880,mike,heydon,mike heydon
621593,anthony,castro,anthony castro
406301,chad,paronto,chad paronto
120074,david,ortiz,david ortiz
457444,jay,marshall,jay marshall
124341,ted,williams,ted williams
116358,jeff,huson,jeff huson
673858,jake,wong,jake wong
111370,dick,braggins,dick braggins
121859,gene,schott,gene schott
121876,erik,schullstrom,erik schullstrom
122612,ed,sprague,ed sprague
116150,patrick,horan,patrick horan
407486,tim,spooneybarger,tim spooneybarger
124117,jim,westlake,jim westlake
122046,wally,shaner,wally shaner
116458,merwin,jacobson,merwin jacobson
119409,johnny,morrison,johnny morrison
554340,yimi,garcía,yimi garcía
408240,julius,matos,julius matos
113664,leo,durocher,leo durocher
120987,jack,redmond,jack redmond
120496,jack,pfiester,jack pfiester
116589,frank,johnson,frank johnson
820110,rube,chambers,rube chambers
111362,jim,brady,jim brady
285063,erasmo,ramirez,erasmo ramirez
110491,bill,baker,bill baker
820737,clifford,allen,clifford allen
122592,bob,spicer,bob spicer
122589,ed,sperber,ed sperber
115840,walt,herrell,walt herrell
113999,jack,fanning,jack fanning
451788,shaun,marcum,shaun marcum
605463,tayler,scott,tayler scott
110470,ernie,baker,ernie baker
122750,earl,stephenson,earl stephenson
117915,art,lópez,art lópez
118941,bill,melton,bill melton
121333,armando,roche,armando roche
122194,john,shoup,john shoup
111063,ed,blake,ed blake
483912,mike,muchlinski,mike muchlinski
817322,johnnie,scroggins,johnnie scroggins
595032,chase,whitley,chase whitley
346863,abraham,núñez,abraham núñez
121376,wally,roettger,wally roettger
112453,syd,cohen,syd cohen
116314,johnny,humphries,johnny humphries
112724,henry,cotto,henry cotto
118031,henry,lynch,henry lynch
111913,rick,camp,rick camp
118344,j. c.,martin,j. c. martin
111047,george,blackerby,george blackerby
114604,chris,gardner,chris gardner
121683,fred,sanford,fred sanford
117723,charlie,levis,charlie levis
121804,fred,scherman,fred scherman
115756,ed,hendricks,ed hendricks
120290,hank,patterson,hank patterson
820530,jerry,benjamin,jerry benjamin
115564,chris,hartje,chris hartje
113964,jay,faatz,jay faatz
121381,emmett,rogers,emmett rogers
118808,mark,mclemore,mark mclemore
122691,ray,starr,ray starr
430954,kazuhito,tadano,kazuhito tadano
595386,jason,rogers,jason rogers
819220,sell,hall,sell hall
112836,bill,cristall,bill cristall
124080,jimmy,welsh,jimmy welsh
121939,everett,scott,everett scott
116439,reggie,jackson,reggie jackson
543532,tim,melville,tim melville
680552,travis,swaggerty,travis swaggerty
150070,kevin,barker,kevin barker
113670,bob,dustal,bob dustal
459411,travis,schlichting,travis schlichting
110296,pete,appleton,pete appleton
119388,russ,morman,russ morman
122179,milt,shoffner,milt shoffner
111342,foghorn,bradley,foghorn bradley
818747,johnny,johnson,johnny johnson
683155,joey,estes,joey estes
122997,harry,suter,harry suter
121121,billy,rhiel,billy rhiel
816867,steel arm,tyler,steel arm tyler
117256,george,kopacz,george kopacz
116955,pat,kelly,pat kelly
112763,red,cox,red cox
816651,james,white,james white
606167,adalberto,mejía,adalberto mejía
430652,jason,bourgeois,jason bourgeois
114499,mike,fyhrie,mike fyhrie
116294,jim,hughey,jim hughey
114324,larry,foss,larry foss
572182,darnell,sweeney,darnell sweeney
817504,frazier,robinson,frazier robinson
123296,mark,thompson,mark thompson
123471,rich,troedson,rich troedson
655889,manuel,rodríguez,manuel rodríguez
110790,ed,beecher,ed beecher
118079,robert,machado,robert machado
118451,gene,mauch,gene mauch
121395,saul,rogovin,saul rogovin
118427,john,matias,john matias
117688,elmer,leonard,elmer leonard
124159,abe,white,abe white
123959,libe,washburn,libe washburn
118081,dave,machemer,dave machemer
120084,fred,osborn,fred osborn
110381,tex,aulds,tex aulds
110882,rube,benton,rube benton
400290,austin,kearns,austin kearns
121843,charlie,schmutz,charlie schmutz
117548,johnny,lavin,johnny lavin
120698,sam,post,sam post
424426,ryan,bukvich,ryan bukvich
121493,claude,rothgeb,claude rothgeb
431051,john,mocek,john mocek
118764,reeve,mckay,reeve mckay
124284,alva,williams,alva williams
424585,shane,nance,shane nance
112166,leon,chagnon,leon chagnon
444453,russ,canzler,russ canzler
133160,randy,winn,randy winn
592831,konner,wade,konner wade
115878,jake,hewitt,jake hewitt
124316,harry,williams,harry williams
115088,dallas,green,dallas green
118565,steve,mccatty,steve mccatty
113175,john,deasley,john deasley
111270,denis,boucher,denis boucher
656568,scott,hurst,scott hurst
110133,nin,alexander,nin alexander
115000,mauro,gozzo,mauro gozzo
110841,rafael,belliard,rafael belliard
116183,charlie,householder,charlie householder
117795,carl,linhart,carl linhart
430971,eric,reed,eric reed
664247,kyle,garlick,kyle garlick
123566,tom,underwood,tom underwood
665966,carlos,narváez,carlos narváez
668800,andrew,knizner,andrew knizner
118926,román,mejías,román mejías
118971,fred,merkle,fred merkle
543118,oliver,drake,oliver drake
117236,eddie,kolb,eddie kolb
622492,keury,mella,keury mella
113447,frank,donnelly,frank donnelly
817049,george,sweatt,george sweatt
122300,lou,skizas,lou skizas
123924,kevin,ward,kevin ward
115851,bill,herring,bill herring
606291,mauricio,cabrera,mauricio cabrera
116931,alex,kellner,alex kellner
113040,law,daniels,law daniels
117626,bill,lefebvre,bill lefebvre
115768,butch,henline,butch henline
117013,bill,kern,bill kern
118573,hervey,mcclellan,hervey mcclellan
450314,ben,zobrist,ben zobrist
119879,rebel,oakes,rebel oakes
458589,david,herndon,david herndon
111998,jim,carleton,jim carleton
110626,tony,barron,tony barron
425662,matt,roney,matt roney
488768,andrew,cashner,andrew cashner
150255,warren,morris,warren morris
120172,mitchell,page,mitchell page
664584,jhon,romero,jhon romero
116120,don,hood,don hood
122199,harry,shriver,harry shriver
115638,jack,hayden,jack hayden
119711,rob,nelson,rob nelson
119078,bert,miller,bert miller
118447,jim,mattox,jim mattox
118973,brett,merriman,brett merriman
119523,jose,munoz,jose munoz
827143,carl,fiore,carl fiore
113849,steve,engel,steve engel
122224,paddy,siglin,paddy siglin
114136,bill,finley,bill finley
121640,tim,salmon,tim salmon
123722,josé,vidal,josé vidal
817172,raymond,smith,raymond smith
111564,joe,brown,joe brown
122721,randy,stein,randy stein
592677,c. j.,riefenhauser,c. j. riefenhauser
120554,cy,pieh,cy pieh
492826,dom,chiti,dom chiti
111911,howie,camp,howie camp
115330,chip,hale,chip hale
400093,duaner,sánchez,duaner sánchez
117465,hunter,lane,hunter lane
817567,harry,rhodes,harry rhodes
121707,frank,saucier,frank saucier
572041,aj,pollock,aj pollock
124128,gus,weyhing,gus weyhing
112549,dave,concepción,dave concepción
656970,devin,smeltzer,devin smeltzer
113835,slim,embry,slim embry
115476,mike,harkey,mike harkey
489448,mike,zagurski,mike zagurski
113523,danny,doyle,danny doyle
816594,charley,williams,charley williams
115494,terry,harper,terry harper
111013,tim,birtsas,tim birtsas
119175,blas,minor,blas minor
119528,bobby,muñoz,bobby muñoz
818078,red,moore,red moore
114759,sam,gibson,sam gibson
119832,wayne,nordhagen,wayne nordhagen
115074,ted,gray,ted gray
615868,gerardo,concepción,gerardo concepción
421983,jason,pearson,jason pearson
111962,josé,canseco,josé canseco
111808,sal,butera,sal butera
110561,clyde,barfoot,clyde barfoot
121405,minnie,rojas,minnie rojas
121246,germán,rivera,germán rivera
117598,mike,ledwith,mike ledwith
110137,andy,allanson,andy allanson
122112,john,shelby,john shelby
679525,alec,marsh,alec marsh
818508,earl,lewis,earl lewis
122466,wib,smith,wib smith
118165,chris,mahoney,chris mahoney
447808,philip,barzilla,philip barzilla
120202,josé,paniagua,josé paniagua
502032,bud,norris,bud norris
117518,al,lary,al lary
115467,shawn,hare,shawn hare
681584,david,villar,david villar
434525,brad,nelson,brad nelson
110568,jeff,barkley,jeff barkley
580268,pat,murphy,pat murphy
117404,flip,lafferty,flip lafferty
817153,sylvester,snead,sylvester snead
124396,icehouse,wilson,icehouse wilson
114482,shorty,fuller,shorty fuller
117222,barney,koch,barney koch
434584,ben,johnson,ben johnson
407816,j. j.,putz,j. j. putz
460322,antoan,richardson,antoan richardson
122745,clarence,stephens,clarence stephens
124045,lefty,weinert,lefty weinert
644429,anderson,severino,anderson severino
492700,harvey,watkins,harvey watkins
425489,josé,castillo,josé castillo
116544,houston,jiménez,houston jiménez
650391,eloy,jiménez,eloy jiménez
122796,kurt,stillwell,kurt stillwell
492502,tim,leiper,tim leiper
124603,ricky,wright,ricky wright
672730,juan,then,juan then
122732,bill,stellberger,bill stellberger
112181,bill,champion,bill champion
488676,jeff,baisley,jeff baisley
820226,lefty,calhoun,lefty calhoun
112328,jim,clark,jim clark
118361,carmelo,martínez,carmelo martínez
819815,alpheus,deane,alpheus deane
816567,jesse,williams,jesse williams
115292,kent,hadley,kent hadley
123291,gus,thompson,gus thompson
431017,louis,cauz,louis cauz
123186,tom,tennant,tom tennant
819096,claude,hayslett,claude hayslett
123976,ed,watkins,ed watkins
673540,kodai,senga,kodai senga
112435,george,cochran,george cochran
622780,ángel,perdomo,ángel perdomo
492919,dan,radison,dan radison
818193,ralph,mellix,ralph mellix
111017,frank,bishop,frank bishop
594555,garin,cecchini,garin cecchini
591721,david,boyce,david boyce
111591,scott,brown,scott brown
817408,a.,russell,a. russell
124683,elmer,yoter,elmer yoter
112696,pat,corrales,pat corrales
121696,josé,santiago,josé santiago
820389,bo,briggery,bo briggery
816485,george,womack,george womack
116690,hal,jones,hal jones
488683,scott,barnes,scott barnes
641684,michael,hermosillo,michael hermosillo
120204,jim,panther,jim panther
816895,donald,troy,donald troy
112567,bert,conn,bert conn
117970,hal,luby,hal luby
433677,juan,padilla,juan padilla
123485,harry,truby,harry truby
669004,mj,melendez,mj melendez
657006,justin,steele,justin steele
124380,artie,wilson,artie wilson
488984,tommy,hunter,tommy hunter
592433,tyrell,jenkins,tyrell jenkins
502261,cole,gillespie,cole gillespie
817209,cleo,smith,cleo smith
112591,joe,connors,joe connors
136721,chris,hatcher,chris hatcher
116158,hanson,horsey,hanson horsey
114552,pud,galvin,pud galvin
121947,tim,scott,tim scott
119082,jim,miller,jim miller
112017,jack,carney,jack carney
124339,shad,williams,shad williams
594988,scott,schebler,scott schebler
121401,dan,rohrmeier,dan rohrmeier
122492,fred,snodgrass,fred snodgrass
120936,dennis,rasmussen,dennis rasmussen
111647,t. r.,bryden,t. r. bryden
118395,del,mason,del mason
203737,joseph,wiley,joseph wiley
279615,sun-woo,kim,sun-woo kim
434627,ryan,speier,ryan speier
665759,ramón,rosso,ramón rosso
121628,mark,salas,mark salas
150449,rick,ankiel,rick ankiel
118413,tommy,matchick,tommy matchick
113413,ona,dodd,ona dodd
665487,fernando,tatís,fernando tatís
120675,ed,porray,ed porray
122878,jake,striker,jake striker
448167,brandon,mann,brandon mann
669203,corbin,burnes,corbin burnes
123806,doc,waldbauer,doc waldbauer
115622,brad,havens,brad havens
333292,jack,wilson,jack wilson
622503,nabil,crismatt,nabil crismatt
115616,arnold,hauser,arnold hauser
124735,fred,zahner,fred zahner
115735,ed,hemingway,ed hemingway
112851,dan,cronin,dan cronin
110243,fred,anderson,fred anderson
115798,bill,hepler,bill hepler
488721,peter,bourjos,peter bourjos
519357,jess,todd,jess todd
435520,jesús,flores,jesús flores
120260,roy,partee,roy partee
121317,jack,robinson,jack robinson
122222,frank,siffell,frank siffell
119596,tom,murray,tom murray
606303,joel,payamps,joel payamps
118870,george,mcquinn,george mcquinn
119421,bud,morse,bud morse
123917,john,ward,john ward
116916,hal,kelleher,hal kelleher
112425,andy,coakley,andy coakley
117217,kurt,knudsen,kurt knudsen
571676,seth,frankoff,seth frankoff
120705,john,potts,john potts
406402,jorge,julio,jorge julio
663568,stephen,kolek,stephen kolek
120101,charlie,osterhout,charlie osterhout
571948,hoby,milner,hoby milner
113613,dan,dumoulin,dan dumoulin
111150,terry,bogener,terry bogener
120117,mel,ott,mel ott
123100,edward,tate,edward tate
474249,ryan,jackson,ryan jackson
119271,charlie,montoyo,charlie montoyo
111119,vida,blue,vida blue
117718,walt,leverenz,walt leverenz
113560,bob,dresser,bob dresser
111292,shane,bowers,shane bowers
641541,jon,duplantier,jon duplantier
121629,angel,salazar,angel salazar
114887,john,goetz,john goetz
407927,frank,gracesqui,frank gracesqui
122727,ben,steiner,ben steiner
121371,ed,roebuck,ed roebuck
456387,ryan,feierabend,ryan feierabend
461833,phil,hughes,phil hughes
120764,jerry,priddy,jerry priddy
455970,bob,mccrory,bob mccrory
114011,ed,farmer,ed farmer
112847,ned,crompton,ned crompton
276054,brady,clark,brady clark
120834,lee,quillin,lee quillin
115658,ed,head,ed head
122935,guy,sularz,guy sularz
115359,tom,haller,tom haller
543677,matt,ramsey,matt ramsey
113546,sammy,drake,sammy drake
115786,george,henry,george henry
123845,curt,walker,curt walker
110158,bob,allen,bob allen
122622,joe,sprinz,joe sprinz
817011,ross,taylor,ross taylor
668670,jake,rogers,jake rogers
119351,dave,morehead,dave morehead
543278,blaine,hardy,blaine hardy
642100,gabe,speier,gabe speier
429984,scott,proctor,scott proctor
407783,geoff,geary,geoff geary
608339,zach,green,zach green
123503,brian,turang,brian turang
118782,rich,mckinney,rich mckinney
818971,dozier,hood,dozier hood
820413,red,bradley,red bradley
665673,tom,gage,tom gage
114429,hanley,frias,hanley frias
118500,jack,mcadams,jack mcadams
115887,bryan,hickerson,bryan hickerson
110891,jason,bere,jason bere
112707,al,corwin,al corwin
121124,rick,rhoden,rick rhoden
818041,yellow horse,morris,yellow horse morris
122093,steve,shea,steve shea
119232,fenton,mole,fenton mole
117440,keith,lampard,keith lampard
150467,clayton,andrews,clayton andrews
820286,ora,buford,ora buford
119748,pat,newnam,pat newnam
816586,elbert,williams,elbert williams
819959,harry,cozart,harry cozart
